0.05,91.02
0.1,82.45
0.15,76.97
0.2,72.21
0.25,67.63
0.3,61.57
0.35,55.53
0.4,50.12
0.45,45.2
0.5,40.65
0.55,36.45
0.6,32.61
0.65,29.21
0.8,22.04
0.9,18.62
0.95,16.9
0.975,16.05
1,15.2
1.025,14.35
1.05,13.5
1.1,11.94
1.2,11.1
1.3,12.06
1.5,13.52
1.75,14.49
2,15.05
